WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
102322.0,102322,1,Camaronal,Camaronal,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,2,2.1059,162.696363963223,162.598007202148,165.306890978974,Not Reported,0.0,Designated,1994,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
108148.0,108148,1,La Tirimbina,La Tirimbina,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,2.94345998764038,2.95595286444953,Not Applicable,0.0,Designated,2001,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-H,CRI,CRI,Not Applicable,Not Applicable
102321.0,102321,1,Iguanita,Iguanita,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,1.18297004699707,1.18704366730473,Not Applicable,0.0,Designated,1994,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
102368.0,102368,1,Archie Carr,Archie Carr,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,1,0.3868,0.0403278799324196,0.386817008256912,0.388428609708525,Not Reported,0.0,Designated,1994,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable
108143.0,108143,1,Isla Chora,Isla Chora,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,2,0.0574,0.0576217232894069,0.057414498180151,0.0576217232894069,Not Reported,0.0,Designated,2002,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
102332.0,102332,1,Bahia Junquillal,Bahia Junquillal,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0464974060720806,4.39803981781006,4.58252298627049,Not Applicable,0.0,Designated,1995,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
168154.0,168154,1,Werner Sauter,Werner Sauter,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,1.45492005348206,1.46016024250837,Not Applicable,0.0,Designated,1995,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
168151.0,168151,1,Rancho La Merced,Rancho La Merced,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,4.10155010223389,4.11930672408882,Not Applicable,0.0,Designated,1995,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643528.0,555643528,1,Duaru,Duaru,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,2.65064001083374,2.66159059218811,Not Applicable,0.0,Designated,2002,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
115179.0,115179,1,Maquenque,Maquenque,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,518.544982910156,520.732411567081,Not Applicable,0.0,Proposed,2005,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-H,CRI,CRI,Not Applicable,Not Applicable
168136.0,168136,1,Finca Baru del Pacifico,Finca Baru del Pacifico,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,3.26625990867615,3.28042071979397,Not Applicable,0.0,Designated,1995,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643523.0,555643523,1,Ara Macao,Ara Macao,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,0.73929500579834,0.742382246353604,Not Applicable,0.0,Designated,2005,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
168147.0,168147,1,Portalon,Portalon,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,4.48898983001709,4.50844145878607,Not Applicable,0.0,Designated,1996,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
168150.0,168150,1,Punta Rio Claro,Punta Rio Claro,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,3.19734001159668,3.21127257566718,Not Applicable,0.0,Designated,1997,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643535.0,555643535,1,Preciosa Platanares,Preciosa Platanares,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,2.5786,0.0714270261304979,2.6323299407959,2.64349718842633,Not Applicable,0.0,Designated,1998,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
108169.0,108169,1,Romelia,Romelia,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,2.2086,0.0323200528688209,2.33692002296448,2.3462307756436,Not Applicable,0.0,Designated,1998,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643527.0,555643527,1,Curi cancha,Curi cancha,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,0.709798991680145,0.712682009076002,Not Applicable,0.0,Designated,1997,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643539.0,555643539,1,Saimiri,Saimiri,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,1.06904995441437,1.07365207906306,Not Applicable,0.0,Designated,2007,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
168143.0,168143,1,La Ensenada,La Ensenada,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,4.837,0.00988509914915212,4.83701992034912,4.85611778391514,Not Applicable,0.0,Designated,1998,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
108162.0,108162,1,Playa Hermosa-Punta Mala,Playa Hermosa-Punta Mala,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,1,22.927,22.2191418605078,22.9270000457764,26.7519829387431,Not Reported,0.0,Designated,1998,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
302000.0,302000,1,Pejeperro,Pejeperro,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,1,0.0,17.4666065580012,19.8469009399414,27.5981366229831,Not Reported,0.0,Designated,2000,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643524.0,555643524,1,Carate,Carate,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,1.40375995635986,1.40981237456499,Not Applicable,0.0,Designated,1998,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643531.0,555643531,1,Lapa Verde,Lapa Verde,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,6.60868978500366,6.63664162331746,Not Applicable,0.0,Designated,2013,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-H,CRI,CRI,Not Applicable,Not Applicable
555643537.0,555643537,1,Rio General,Rio General,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,4.70658016204834,4.72666366435521,Not Applicable,0.0,Designated,2013,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555643534.0,555643534,1,Osa,Osa,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,17.494499206543,17.5690798421086,Not Applicable,0.0,Designated,1999,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
108133.0,108133,1,Caletas Ario,Caletas Ario,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,2,3.5951,199.132108440547,199.335998535156,203.700230861273,Not Reported,0.0,Designated,2006,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
555643533.0,555643533,1,Montana de El Tigre,Montana de El Tigre,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,2.82809996604919,2.84012056882065,Not Applicable,0.0,Designated,2003,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555636413.0,555636413,1,Conchal,Conchal,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,0.396358013153076,0.397654210362844,Not Applicable,0.0,Designated,2009,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
555643529.0,555643529,1,Hacienda El Viejo,Hacienda El Viejo,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,11.5959997177124,11.6384106092884,Not Applicable,0.0,Designated,2009,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
555636414.0,555636414,1,Tapiria,Tapiria,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,1.29756999015808,1.30306952724142,Not Applicable,0.0,Designated,2011,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-H,CRI,CRI,Not Applicable,Not Applicable
555697609.0,555697609,1,La Selva,La Selva,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,25.11549949646,25.2222223892206,Not Applicable,0.0,Designated,1984,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-H,CRI,CRI,Not Applicable,Not Applicable
555643532.0,555643532,1,Longo Mai,Longo Mai,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,0,0.0,0.0,9.28429985046387,9.32384539754284,Not Applicable,0.0,Designated,2014,Individual landowners,Individual landowners,Individual landowners,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
3329.0,3329,1,Cerro de Escazu,Cerro de Escazu,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,71.6513977050781,71.9594273493126,Not Applicable,0.0,Designated,1976,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
3330.0,3330,1,Caraigres,Caraigres,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,32.0371017456055,32.1750768524636,Not Applicable,0.0,Designated,1976,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
12491.0,12491,1,Las Tablas,Las Tablas,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,199.811004638672,200.598807367097,Not Applicable,0.0,Designated,1981,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
19375.0,19375,1,Cerros de La Carpintera,Cerros de La Carpintera,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,23.900899887085,24.0035385281428,Not Applicable,0.0,Designated,1976,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-C,CRI,CRI,Not Applicable,Not Applicable
19376.0,19376,1,Cerros de Turrubares,Cerros de Turrubares,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,29.0554008483887,29.1781361255027,Not Applicable,0.0,Designated,1983,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
19383.0,19383,1,Rio Navarro-Rio Sombrero,Rio Navarro-Rio Sombrero,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,64.1719970703125,64.4479819487752,Not Applicable,0.0,Designated,1984,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-C,CRI,CRI,Not Applicable,Not Applicable
12489.0,12489,1,Rio Grande,Rio Grande,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,14.9979000091553,15.0613464997089,Not Applicable,0.0,Designated,1976,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
21407.0,21407,1,Cerro Nara,Cerro Nara,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,23.1313991546631,23.2321104815645,Not Applicable,0.0,Designated,1984,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
19378.0,19378,1,El Chayote,El Chayote,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,7.66268014907837,7.69509771552949,Not Applicable,0.0,Designated,1984,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
168168.0,168168,1,Montes de Oro,Montes de Oro,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,11.3705997467041,11.4176247481355,Not Applicable,0.0,Designated,1994,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
19377.0,19377,1,Cuenca del Rio Tuis,Cuenca del Rio Tuis,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,40.8708000183105,41.0446623831018,Not Applicable,0.0,Designated,1986,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-C,CRI,CRI,Not Applicable,Not Applicable
19384.0,19384,1,Tivives,Tivives,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,24.9724,0.0680519189061907,24.9724006652832,25.075870555358,Not Applicable,0.0,Designated,1986,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
168169.0,168169,1,Quebrada Rosario,Quebrada Rosario,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,0.272024005651474,0.273194778513012,Not Applicable,0.0,Designated,1997,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
19371.0,19371,1,Acuiferos Guacimo y Pococi,Acuiferos Guacimo y Pococi,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,42.6190986633301,42.8013308089447,Not Applicable,0.0,Designated,1987,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable
19385.0,19385,1,Arenal Monteverde,Arenal Monteverde,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,283.039001464844,284.200698404476,Not Applicable,0.0,Designated,1977,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
36058.0,36058,1,Tenorio,Tenorio,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,56.0373001098633,56.2596117100952,Not Applicable,0.0,Designated,1976,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
36057.0,36057,1,Miravalles,Miravalles,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,74.3884963989258,74.6734136285395,Not Applicable,0.0,Proposed,1976,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
108135.0,108135,1,Cerro El Chompipe,Cerro El Chompipe,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,0.886869013309479,0.890611126138369,Not Applicable,0.0,Designated,1999,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
30599.0,30599,1,Tortuguero,Tortuguero,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,59.973201751709,60.2088841711094,Not Applicable,0.0,Designated,1990,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable
108153.0,108153,1,Monte Alto,Monte Alto,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,9.0279598236084,9.06130077830507,Not Applicable,0.0,Designated,1994,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
102314.0,102314,1,Cerro La Cruz,Cerro La Cruz,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,1.9862699508667,1.99349842517565,Not Applicable,0.0,Designated,1994,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
102320.0,102320,1,Cuenca del Rio Abangares,Cuenca del Rio Abangares,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,43.6786003112793,43.8540432597041,Not Applicable,0.0,Designated,1995,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
555636417.0,555636417,1,Las Baulas de Guanacaste,Las Baulas de Guanacaste,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,0.164039999246597,0.164569622468826,Not Applicable,0.0,Designated,1991,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
302005.0,302005,1,Riberino Zapandi,Riberino Zapandi,Humedal,Wetland,National,II,Not Applicable,0,0.0,0.0,0.0827751010656357,5.10881333851063,Not Applicable,0.0,Designated,1985,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
168171.0,168171,1,Cuenca Rio Siquirres,Cuenca Rio Siquirres,Zona Protectora,Protected Zone,National,IV,Not Applicable,0,0.0,0.0,6.89762020111084,6.92670313072549,Not Applicable,0.0,Designated,1995,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable
5083.0,5083,1,La Amistad,La Amistad,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0.0,0.0,5845.92,7859.35004238311,Not Applicable,0.0,Designated,1982,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
13696.0,13696,1,Cordillera Volcánica Central,Cordillera Volcánica Central,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0.0,0.0,1443.63,6538.65610807233,Not Applicable,0.0,Designated,1988,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
555721652.0,555721652,1,Savegre,Savegre,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,1,1492.89,1498.83842514648,3129.14,3143.52725242042,Not Reported,0.0,Designated,2017,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
900908.0,900908,1,Turberas de Talamanca,Turberas de Talamanca,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,0.0,1925.2,1967.4648397209,Not Applicable,0.0,Designated,2003,Not Reported,Not Reported,Not Reported,Management plan is not implemented and not available,State Verified,811,CR-SJ,CRI,CRI,Not Applicable,Not Applicable
145527.0,145527,1,Terraba-Sierpe,Terraba-Sierpe,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,24.1914084876982,306.54,364.181544974759,Not Applicable,0.0,Designated,1995,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
67864.0,67864,1,Caño Negro,Caño Negro,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii),0,0.0,0.0,99.69,186.984161843186,Not Applicable,0.0,Designated,1991,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
67863.0,67863,1,Palo Verde,Palo Verde,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,8.59449564589733,245.19,283.631759831426,Not Applicable,0.0,Designated,1991,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
555547536.0,555547536,1,Agua y Paz,Agua y Paz,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0.0,0.0,1499.597,9184.76029678266,Not Applicable,0.0,Designated,2007,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
198317.0,198317,1,Manglar de Potrero Grande,Manglar de Potrero Grande,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,0.167301684339052,1.39,4.90934150868383,Not Applicable,0.0,Designated,1999,Not Reported,Not Reported,Not Reported,Management plan is not implemented and not available,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
220090.0,220090,1,Cuenca Embalse Arenal,Cuenca Embalse Arenal,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,0.0,672.96,509.657029760406,Not Applicable,0.0,Designated,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
166740.0,166740,1,Isla del Coco,Isla del Coco,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),2,0.0,2020.10485924007,996.23,2045.33298491096,Not Reported,0.0,Designated,1998,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
198318.0,198318,1,Laguna Respringue,Laguna Respringue,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),1,0.0,0.142466333612659,0.75,0.639587448626193,Not Reported,0.0,Designated,1999,Not Reported,Not Reported,Not Reported,Management plan is not implemented and not available,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
145525.0,145525,1,Humedal Caribe Noreste,Humedal Caribe Noreste,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,12.8165361036857,753.1,877.445024199572,Not Applicable,0.0,Designated,1996,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable
555542744.0,555542744,1,Humedal Maquenque,Humedal Maquenque,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),0,0.0,0.0,596.92,599.479140532874,Not Applicable,0.0,Designated,2010,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,811,CR-A,CRI,CRI,Not Applicable,Not Applicable
67865.0,67865,1,Tamarindo,Tamarindo,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(iii),0,0.0,0.230814609065832,5.0,9.76253708878669,Not Applicable,0.0,Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,811,CR-G,CRI,CRI,Not Applicable,Not Applicable
145524.0,145524,1,Gandoca-Manzanillo,Gandoca-Manzanillo,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),1,44.36,57.4309155779305,94.45,105.289493242348,Not Reported,0.0,Designated,1995,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable
170.0,170,1,Isla del Coco,Isla del Coco,Parque Nacional,National Park,National,II,Not Applicable,2,54820.84978,55055.984162,54844.16652,55081.212287,Not Reported,0.0,Designated,1978,Federal or national ministry or agency,State,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable
555744944.0,555744944,1,Del Bicentenario,Del Bicentenario,Area Marina de Manejo,Marine Management Area,National,VI,Not Applicable,2,106283.6514,107115.931585,106283.6514,107440.403172756,Not Reported,0.0,Designated,2022,Federal or national ministry or agency,State,Federal or national ministry or agency,Not Reported,State Verified,811,Not Reported,CRI,CRI,Not Applicable,Not Applicable
